0 -nan(ind)
1 -nan(ind)
2 -nan(ind)
3 -nan(ind)
4 -nan(ind)
5 -nan(ind)
6 1
7 1
8 0.5
9 0.5
10 0.5
11 0.666667
12 0.666667
13 0.666667
14 0.75
15 0.75
16 0.6
17 0.6
18 0.666667
19 0.714286
20 0.714286
21 0.714286
22 0.714286
23 0.714286
24 0.666667
25 0.6
26 0.6
27 0.6
28 0.583333
29 0.615385
30 0.615385
31 0.615385
32 0.615385
33 0.615385
34 0.615385
35 0.615385
36 0.6
37 0.6
38 0.625
39 0.625
40 0.625
41 0.625
42 0.611111
43 0.578947
44 0.6
45 0.619048
46 0.619048
47 0.619048
48 0.619048
49 0.636364
50 0.608696
51 0.625
52 0.625
53 0.625
54 0.625
55 0.6
56 0.615385
57 0.607143
58 0.6
59 0.612903
60 0.612903
61 0.612903
62 0.625
63 0.606061
64 0.6
65 0.611111
66 0.611111
67 0.611111
68 0.611111
69 0.611111
70 0.594595
71 0.605263
72 0.615385
73 0.6
74 0.609756
75 0.619048
76 0.619048
77 0.619048
78 0.619048
79 0.619048
80 0.627907
81 0.627907
82 0.622222
83 0.622222
84 0.622222
85 0.617021
86 0.617021
87 0.612245
88 0.612245
89 0.6
90 0.6
91 0.6
92 0.588235
93 0.584906
94 0.584906
95 0.574074
96 0.574074
97 0.574074
98 0.581818
99 0.589286
